-121.8237,383.9142,-51.50861
-121.2495,384.6152,-49.852
-120.2205,385.5966,-47.60382
-118.945,386.5979,-45.14668
-117.3766,387.5618,-42.529
-115.5338,388.7604,-39.43096
-113.8781,389.9097,-36.64678
-112.3928,391.0996,-34.07529
-111.0456,392.2428,-31.70344
-110.1682,393.2695,-29.85545
-109.7919,394.0239,-28.78098
-109.5442,394.6551,-27.9711
-109.5238,394.8936,-27.63308
-109.5988,394.9787,-27.48046
-109.5535,394.7581,-27.45234
-109.596,394.2981,-27.56606
-109.8508,393.621,-27.88532
-110.1894,392.835,-28.32529
-110.6774,392.0833,-28.7778
-111.1922,391.5853,-29.01566
-111.7917,391.3871,-29.04997
-112.3637,391.3904,-28.98294
-113.007,391.5316,-28.92392
-113.5141,391.7886,-28.765
-113.9515,392.1292,-28.52989
-114.2662,392.4237,-28.39871
-114.5512,392.7003,-28.33853
-114.6683,392.9894,-28.14045
-114.6091,393.3128,-27.8361
-114.4697,393.5513,-27.57974
-114.1717,393.7171,-27.27661
-113.6023,393.7975,-26.82378
-113.0074,393.7475,-26.39197
-112.7153,393.6352,-26.13196
-112.5078,393.6197,-25.86778
-112.4355,393.7576,-25.52562
-112.5042,394.0231,-25.1524
-112.7437,394.4149,-24.81354
-113.0799,394.5728,-24.52535
-113.6008,394.4948,-24.41423
-114.6288,393.9572,-24.62898
-115.9692,393.1856,-24.97466
-117.7657,392.3468,-25.28871
-119.5676,391.8655,-25.43799
-121.158,391.5098,-25.47847
-122.2224,391.5036,-25.31164
-123.3501,392.4825,-24.65179
-123.953,393.6747,-23.9196
-124.1796,394.6345,-23.21997
-124.3271,395.4143,-22.50965
-124.0917,395.5298,-21.81335
-123.6515,394.6541,-21.56797
-122.8449,393.2453,-21.27629
-122.1338,391.8676,-20.88758
-121.2756,390.8422,-20.13311
-120.5302,390.7863,-18.92287
-119.4801,391.2078,-17.37477
-118.5373,392.187,-15.60333
-117.1314,393.6055,-13.24198
-115.4166,395.061,-10.7921
-112.9366,396.0932,-8.10113
-110.3399,396.6214,-5.717443
-107.8826,396.6045,-3.948405
-106.4711,396.5309,-3.112945
-106.5659,395.9695,-3.611986
-107.8979,395.5042,-4.811514
-109.7513,395.0037,-6.289588
-111.7841,394.4427,-7.678622
-113.3207,393.3416,-9.00915
-113.1122,392.1863,-9.395849
-112.3268,390.8089,-9.80188
-110.5061,389.2724,-9.942344
-108.3435,387.853,-10.02549
-105.8648,386.2119,-10.10061
-103.893,384.4296,-10.35012
-101.8361,382.0744,-10.76777
-99.85933,379.3451,-11.26098
-97.77605,376.6358,-11.63328
-95.7003,374.0427,-11.88061
-93.10848,370.827,-12.00374
-90.59487,367.9207,-11.90724
-88.1671,364.9834,-11.86704
-85.79105,361.9386,-11.95262
-82.9706,358.8416,-11.95789
-80.64843,356.9059,-11.91157
-78.6032,355.9383,-11.71723
-77.01839,356.8988,-11.01595
-75.25935,358.2784,-10.09785
-73.37472,359.4628,-9.214835
-71.47868,360.2796,-8.368107
-69.36099,360.4457,-7.555198
-66.89082,359.0239,-6.83958
-64.45166,357.0723,-6.009933
-62.56003,355.2633,-5.120418
-60.48206,353.1979,-4.130927
-58.53214,351.0777,-3.246374
-56.97704,349.2954,-2.652688
-55.31958,348.0275,-2.08049
-53.5866,347.2009,-1.441021
-52.01934,346.9145,-0.7773934
-50.40633,346.853,-0.07320541
-48.44353,346.8947,0.7084253
-46.85153,346.8264,1.214751
-45.17238,346.5149,1.490718
-43.48247,346.0084,1.63538
-41.75786,345.2867,1.732936
-40.24486,344.384,1.757116
-38.46248,343.1579,1.873169
-36.92687,342.0227,2.033337
-35.51969,340.9992,2.165618
-33.99261,340.2493,2.338688
-32.45525,339.7487,2.651179
-30.98441,339.6059,3.201384
-29.59981,339.5602,3.835338
-28.28022,339.6278,4.545802
-26.98929,339.9697,5.348262
-25.75343,340.4272,6.087741
-24.72068,341.0673,6.613809
-23.67137,341.901,7.075833
-22.72015,343.7096,7.65361
-21.93508,345.8193,8.363182
-20.82199,348.6252,9.417548
-19.64474,351.6135,10.55456
-18.39443,354.7654,11.79947
-16.97193,357.1533,12.95206
-15.57943,359.2222,13.90234
-14.28661,360.6367,14.51905
-13.01208,361.6357,14.94752
-11.40163,362.2811,15.35633
-9.743182,362.7622,15.77262
-7.997102,362.9523,16.24732
-6.154394,362.7338,16.89885
-4.309885,362.4938,17.64795
-2.794816,362.1435,18.30474
-1.090843,361.8298,19.05858
0.6340695,361.509,19.8297
2.074486,361.4997,20.48718
3.949178,361.1998,21.13172
5.986993,360.5831,21.73929
8.134037,359.4474,22.17301
10.21227,358.3557,22.4926
12.35918,357.2338,22.60222
14.32746,356.6413,22.72815
16.06341,356.4099,22.83228
17.72373,356.2567,23.01569
19.40349,355.8474,23.18219
21.20055,355.0703,23.47152
22.74044,353.9201,23.70937
24.42832,352.6078,24.04319
26.15651,351.3548,24.5419
27.84409,350.1822,25.14596
29.2699,349.252,25.83838
30.72843,348.5344,26.73499
32.28272,347.8753,28.02385
33.47982,347.5034,29.24842
34.90816,347.1755,30.80347
36.38401,346.9364,32.44063
37.82618,346.8396,34.05729
39.32498,347.0406,35.54687
40.88874,347.4187,37.01649
42.51545,348.0416,38.28069
44.11482,348.6281,39.40945
45.71392,349.2042,40.41866
47.25683,349.8591,41.18335
48.79499,350.3057,41.79165
50.1115,350.4737,42.1472
51.70549,350.3637,42.33404
53.29787,350.0356,42.40232
54.73928,349.4638,42.38045
56.16703,348.9064,42.30122
57.83305,348.2415,42.23179
59.23349,347.9362,42.35754
60.87717,348.0747,43.05975
62.50291,348.2657,43.96825
64.17178,348.5663,45.17883
65.86379,349.0412,46.59296
67.57257,349.4948,48.10119
69.06465,349.6081,49.18178
70.84218,349.6491,50.13238
72.58064,349.5584,50.7945
74.30305,349.2905,51.26193
75.98843,348.8728,51.46703
77.86764,348.2225,51.38026
79.43424,347.4396,51.06416
81.03765,346.4634,50.66915
82.31897,345.5763,50.1177
83.76931,344.3957,49.30331
85.01938,343.0947,48.49419
86.25536,341.8031,47.71527
87.59277,340.5115,46.86846
88.85535,339.299,46.04522
89.90152,338.4515,45.47111
90.90313,337.5842,44.76685
91.84877,336.7339,44.01252
92.60841,336.0104,43.312
93.62829,335.0822,42.54282
94.87887,334.007,41.8782
96.50253,332.6417,41.27811
98.18898,331.0887,40.68768
100.0443,329.0142,39.98688
101.6077,326.8432,39.33793
102.8735,324.5169,38.52844
103.8094,322.1732,37.90803
104.71,319.9124,37.45628
105.4328,318.04,37.25135
106.4887,316.4324,37.24971
107.6796,315.0271,37.4017
108.7959,314.0716,37.57109
110.0655,313.0452,37.73589
111.3355,312.1855,37.92238
112.3788,311.4524,38.10194
113.5797,310.8338,38.37146
114.8018,310.3617,38.71296
116.0816,310.0762,39.18306
117.3274,309.7843,39.57365
118.5368,309.3794,39.89518
119.7171,308.7597,40.16655
120.8399,308.156,40.37808
121.7915,307.5257,40.42194
122.7419,306.8955,40.48629
123.6516,306.3088,40.56593
124.3989,305.8025,40.56268
125.159,305.3225,40.54609
125.7582,304.9655,40.4994
126.2448,304.5416,40.38871
126.6362,304.105,40.26969
126.8591,303.7604,40.15343
126.9451,303.4359,40.05674
127.0182,303.2155,40.04291
127.1189,303.2453,40.16145
127.2332,303.3771,40.31686
127.3327,303.6295,40.51912
127.4113,303.8928,40.71768
127.4565,304.1321,40.85794
127.4218,304.391,40.82145
127.3359,304.619,40.68655
127.1871,304.8033,40.31277
127.0272,304.9855,39.82134
126.8189,305.0039,39.22936
126.595,304.7934,38.57557
126.3033,304.4209,37.5619
126.0003,303.9623,36.45096
125.5891,303.0914,34.86578
125.1678,302.1289,33.0886
124.8128,301.0486,31.20606
124.6418,299.7059,29.15746
124.5893,298.2122,27.05954
124.7708,296.8838,25.28219
125.14,295.6173,23.52415
125.7651,293.968,21.2144
126.2896,292.4848,19.18658
126.7332,290.9436,16.94988
127.0388,289.4722,14.72467
127.1323,287.9855,12.47596
126.8343,286.9093,10.44986
126.498,286.0104,8.445509
126.1944,285.3566,6.71548
126.0712,285.0211,4.839366
126.3193,284.7426,2.51691
126.7973,284.6963,0.6536334
127.4396,284.6604,-1.272731
128.1066,284.7184,-3.155837
128.5606,284.6432,-5.048099
128.5183,284.4098,-6.759156
128.2447,283.8135,-8.74044
127.5758,282.6023,-11.25048
126.7406,280.9607,-13.91419
125.8254,278.9311,-16.58271
124.9339,276.7382,-19.11073
123.7501,274.0897,-21.95605
122.659,272.002,-24.17155
121.5405,270.276,-26.18224
120.244,268.5527,-28.08599
119.0763,267.2761,-29.63437
118.3911,266.9952,-30.47144
117.9812,267.0823,-31.04653
117.8228,267.3289,-31.55676
117.962,267.8346,-31.84033
118.1448,268.0989,-32.10508
118.1561,267.7791,-32.60255
117.9006,266.9372,-33.47948
117.5152,265.7686,-34.42756
117.0917,264.5586,-35.47514
116.5519,263.2131,-36.80278
116.0919,262.0537,-38.03499
115.7478,260.9335,-39.10842
115.3316,259.5823,-40.43317
114.947,258.1701,-41.77917
114.7124,256.7065,-43.12237
114.5601,255.36,-44.41009
114.5767,254.1909,-45.78027
114.785,253.3922,-46.86826
115.0757,253.0224,-47.90163
115.3863,253.2473,-49.00735
115.6136,253.4543,-50.30804
115.6974,253.4994,-51.88491
115.7359,253.5365,-53.56279
115.7869,253.2938,-55.57635
115.8348,252.7342,-57.42936
115.9503,252.1042,-59.17096
116.1646,251.5132,-60.57464
116.5093,250.8773,-61.76083
116.9009,250.3955,-62.39018
117.528,250.5628,-62.44118
118.2473,251.1844,-62.04971
119.1202,252.6639,-60.83878
118.9681,251.7832,-70.27328
118.7114,250.7481,-80.08986
118.1772,249.0995,-90.57276
117.4645,246.9919,-101.9394
116.574,244.1312,-114.1235
116.6104,243.6557,-115.8335
116.7572,243.4207,-117.5538
116.9995,243.5392,-119.0239
117.5133,244.0426,-119.7259
118.5987,245.1637,-119.3067
