147.4519,210.9619,-74.74837
147.4176,284.5838,-94.4776
147.0228,281.6753,-97.4369
146.4066,278.6667,-100.1676
145.6194,275.8374,-102.3794
144.8012,273.4794,-103.9282
143.806,270.8792,-105.5958
142.9187,269.5584,-106.2412
142.0812,268.6111,-106.5435
141.3069,267.9878,-106.5562
140.5741,267.7298,-106.3317
139.7938,268.1897,-105.7532
139.1438,268.7897,-104.9429
138.5261,269.6747,-103.9254
137.9168,270.9288,-102.793
137.2579,272.3339,-101.6006
136.4747,273.6279,-100.4261
135.6981,274.9237,-99.38974
134.7868,276.121,-98.38655
133.8429,276.9374,-97.48947
132.9112,277.6577,-96.60417
132.0755,278.26,-95.51726
131.1748,279.039,-94.28218
130.3587,279.918,-93.02957
129.4988,281.0059,-91.69877
128.3892,282.2583,-90.0859
127.3222,283.4061,-88.73834
126.1556,284.36,-87.59191
124.9423,285.0497,-86.58675
123.6729,285.5412,-85.76069
122.5234,285.6637,-85.44927
121.316,285.5021,-85.40483
120.0896,285.0789,-85.49823
118.4804,284.2174,-86.15385
116.8669,283.2308,-87.00668
115.3059,282.2611,-87.8232
113.8371,281.578,-88.43761
112.4652,281.4167,-88.80638
111.4532,281.9647,-88.57288
110.4403,282.9124,-88.06404
108.9125,284.3731,-87.42284
107.0546,285.6426,-87.0673
104.9471,286.6074,-86.9761
102.7273,287.3241,-87.0502
100.4637,287.8392,-87.23208
98.4052,287.8631,-87.53687
96.34025,288.0317,-87.69318
94.42937,288.2383,-87.72194
92.22143,289.047,-87.53311
89.61812,290.1365,-86.90919
78.17758,297.0749,-86.05208
65.1348,304.9087,-87.24103
51.49826,313.159,-89.10929
37.51094,321.4119,-91.9184
22.92263,330.0597,-96.00465
17.19195,333.0931,-100.5502
12.93524,335.3149,-103.3256
9.149873,337.0497,-105.6551
6.180295,337.8471,-107.4198
3.891112,336.9327,-108.7804
1.817714,335.1543,-110.1264
-0.2444836,332.1652,-111.5948
-2.549901,328.8985,-113.2135
-5.178062,325.6398,-114.8894
-8.055886,323.2252,-116.369
-11.24107,321.5025,-117.8138
-14.27852,320.6933,-118.9217
-17.83318,320.1956,-119.8045
-21.60713,319.8615,-120.546
-25.19383,319.3528,-121.4894
-29.03719,318.2032,-122.6613
-32.8368,316.989,-123.9006
-36.41195,315.6306,-125.3174
-40.78777,314.762,-127.1948
-44.88795,314.1809,-128.8176
-48.59574,313.9742,-130.2033
-51.94699,313.8317,-131.4048
-54.8198,313.7302,-132.3389
-56.39288,313.1593,-132.7757
-58.03962,312.5461,-133.1548
-59.92706,312.2726,-133.5032
-62.09767,312.2533,-133.9564
-64.12908,312.3759,-134.4334
-66.34488,312.4283,-134.9521
-68.55644,312.8594,-135.3802
-70.25967,313.2274,-135.6683
-71.75426,313.3302,-135.8805
-73.16193,313.4189,-136.0927
-74.81084,314.22,-136.2864
-76.1631,314.6518,-136.4799
-77.56493,314.9397,-136.7071
-79.3753,315.3515,-136.9992
-81.25147,315.899,-137.2749
-82.67863,316.0097,-137.5031
-84.08135,316.2227,-137.6492
-85.3817,316.5747,-137.7061
-86.33925,317.0721,-137.6661
-87.43413,317.7532,-137.4993
-88.55319,318.5933,-137.2658
-90.14381,320.0022,-136.9532
-91.73787,321.462,-136.5896
-93.14586,322.8466,-136.132
-94.13611,324.1688,-135.5802
-94.90083,325.3246,-135.0239
-95.10322,325.9386,-134.509
-95.44503,326.5789,-134.0463
-95.9987,327.1903,-133.7245
-97.14177,327.5374,-133.7716
-98.5629,327.7833,-133.967
-100.2649,327.726,-134.3332
-101.8439,327.4371,-134.7616
-103.2831,327.0865,-135.1816
-104.3704,326.7342,-135.4214
-105.3107,326.4383,-135.565
-105.9987,326.3481,-135.6089
-106.5769,326.285,-135.6229
-107.0398,326.2153,-135.5904
-107.2708,326.1539,-135.457
-107.3223,326.0009,-135.2566
-106.7694,325.7035,-134.5846
-106.0251,325.5001,-133.7208
-105.1982,325.4352,-132.6432
-104.3293,325.4853,-131.4012
-103.614,325.9016,-129.8289
-103.4899,326.636,-128.5423
-103.6223,327.739,-127.0714
-103.9515,328.8129,-125.7281
-104.3799,329.9111,-124.4813
-104.7091,330.8209,-123.4653
-104.8905,331.7139,-122.3911
-104.9172,332.267,-121.4958
-104.7689,332.8175,-120.2103
-104.5126,333.2567,-118.7738
-104.3235,333.5211,-117.2598
-104.2239,333.5239,-115.3777
-103.8794,333.0853,-113.3287
-103.4977,332.6928,-111.3074
-103.2876,334.3217,-107.5297
-103.3182,336.7574,-103.6204
-103.8831,340.4965,-99.56904
-104.9018,344.9656,-95.56046
-106.2146,349.6403,-91.75327
-107.464,352.4774,-89.74451
-108.6084,354.6861,-87.93567
-109.6588,356.0434,-86.58907
-110.8067,357.3313,-85.41496
-111.8934,358.4446,-84.38852
-112.9858,359.3645,-83.39344
-114.0839,360.4115,-82.26164
-114.8741,361.213,-81.27873
-115.5266,361.8026,-80.29879
-116.1268,362.3597,-79.22186
-116.8741,363.237,-77.96614
-117.3991,364.0143,-76.74401
-117.8174,364.849,-75.40442
-118.3162,366.0037,-73.72165
-118.7971,367.2024,-72.01182
-119.1283,368.2574,-70.46695
-119.7228,369.6532,-68.70994
-120.3567,371.1389,-66.95829
-120.7776,372.498,-65.41756
-121.2402,373.9657,-63.86844
-121.7601,375.6719,-62.08339
-121.9186,377.1075,-60.51894
-121.9931,378.5314,-58.9551
-122.0788,379.9625,-57.25498
-122.0933,381.2142,-55.62401
-121.9875,382.1586,-54.29596
-122.0147,383.1236,-52.93333
